"Keyword","Currency","Avg. monthly searches","Three month change","YoY change","Competition","Competition (indexed value)","Top of page bid (low range)","Top of page bid (high range)","cluster","confidence"
"idée cadeau pour grand parents pas cher","EUR","50","0%","-90%","High","100","0.000755668","0.002455106","gift_grandparents","high"
"idée cadeau pour la fete des grand mere","EUR","50","-100%","-100%","Unknown","","0","0","gift_mothers","high"
"idée cadeau pour la fete des meres","EUR","50","-100%","-100%","Unknown","","0","0","gift_mothers","high"
"idée cadeau pour la fête des mamans","EUR","50","0%","-100%","Unknown","","0","0","gift_mothers","high"
"idée cadeau pour noce de chypre","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"idée cadeau pour noce de coton","EUR","500","0%","0%","High","100","0.001991208","0.005764331","life_events","medium"
"idée cadeau pour noce de cuir","EUR","500","-90%","0%","High","100","0.002421528","0.009023679","life_events","medium"
"idée cadeau pour noces de bois","EUR","500","-90%","0%","High","100","0.002031958","0.008574777","gift_anniversary","high"
"idée cadeau pour ses grands parents","EUR","50","0%","-90%","High","100","0.000824128","0.004254952","gift_grandparents","high"
"idée cadeau pour un anniversaire de mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"idée de cadeau de noel personnalisé","EUR","50","900%","0%","High","100","0.002770348","0.009917571","gift_personalized","high"
"idée de cadeau de noel pour grand parent","EUR","500","0%","0%","High","100","0.001403756","0.004892933","gift_grandparents","high"
"idée de cadeau noce de coton","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"idée de cadeau original pour la fête des mères","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"idée de cadeau pour 1 an de mariage","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"idée de cadeau pour anniversaire mariage","EUR","50","0%","?","High","100","0","0","gift_anniversary","high"
"idée de cadeau pour belle maman","EUR","50","0%","0%","High","100","0.001420056","0.006584873","gift_mothers","high"
"idée de cadeau pour la fête des grands mères","EUR","50","?","0%","Low","0","0","0","gift_mothers","high"
"idée de cadeau pour la fête des mères facile","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"idée de cadeau pour les grands parents","EUR","50","900%","0%","High","100","0.000942466","0.003914282","gift_grandparents","high"
"idée de cadeau pour papi et mamie","EUR","50","0%","0%","High","100","0","0","gift_grandparents","high"
"idée de cadeau pour ses grands parents","EUR","50","0%","-90%","High","100","0.001119158","0.005387801","gift_grandparents","high"
"idée de cadeau pour un anniversaire de mariage","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"idée de surprise pour anniversaire de mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"idée noël parents","EUR","50","0%","0%","High","75","0","0","gift_other","medium"
"idée originale anniversaire de mariage","EUR","50","0%","-100%","Unknown","","0","0","gift_anniversary","high"
"idée originale cadeau fête des mères","EUR","5000","0%","0%","High","100","0.0008965","0.009054323","gift_mothers","high"
"idée originale fête des mères","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"idée originale pour la fête des mères","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"idée photo cadeau original","EUR","50","-100%","0%","Unknown","","0","0","gift_personalized","high"
"idée photo personnalisé","EUR","50","0%","0%","High","100","0.005513963","0.013799904","gift_personalized","high"
"idée premier anniversaire de mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"idée surprise anniversaire mariage","EUR","50","-100%","-100%","Unknown","","0","0","gift_anniversary","high"
"idéecadeauphoto","EUR","50","0%","0%","High","100","0.007856599","0.016482558","gift_other","medium"
"idées cadeau grands parents","EUR","5000","900%","0%","High","100","0.001192834","0.004571823","gift_grandparents","high"
"idées cadeaux cadeau pour maman","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"idées cadeaux noel avec photos","EUR","50","0%","0%","High","100","0.004704831","0.012870805","gift_other","medium"
"idées cadeaux photos personnalisées","EUR","500","900%","0%","High","100","0.004817301","0.014016694","gift_personalized","high"
"idées de cadeau pour la fête des mères","EUR","5000","-90%","-90%","High","94","0","0","gift_mothers","high"
"idées de cadeaux pour fête des mères","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"idées de cadeaux pour la fête des mamans","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"idées de cadeaux pour les fêtes des mères","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"impression de photo sur tee shirt","EUR","50","0%","0%","High","100","0.010744307","0.025059943","physical_products","medium"
"impression photo taie d oreiller","EUR","50","?","0%","High","100","0.004830993","0.011711223","physical_products","medium"
"jogging personnalisé photo","EUR","50","0%","0%","High","100","0.003919172","0.008868177","gift_personalized","high"
"joyeux anniversaire noce de coton","EUR","50","0%","0%","Low","5","0","0","gift_anniversary","medium"
"le meilleur cadeau pour la fête des mères","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"le meilleur cadeau pour une maman","EUR","50","0%","0%","High","100","0.001952414","0.005232951","gift_mothers","high"
"les meilleurs cadeaux pour la fête des mères","EUR","50","0%","-100%","Unknown","","0","0","gift_mothers","high"
"les noces de cuir","EUR","50","0%","0%","Low","2","0","0","gift_anniversary","high"
"les noces de faience","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"les noces de froment","EUR","50","0%","0%","Low","2","0","0","gift_anniversary","high"
"les noces de laine","EUR","50","0%","0%","Low","3","0","0","gift_anniversary","high"
"livre pere noel personnalisé","EUR","50","0%","0%","High","100","0.005860175","0.018423236","gift_personalized","high"
"livre personnalisé noel photo","EUR","50","0%","0%","Unknown","","0","0","gift_personalized","high"
"mamie et papy box","EUR","50","0%","0%","High","100","0","0","gift_grandparents","high"
"mariage 1 an noce de coton","EUR","50","0%","0%","Medium","48","0","0","life_events","medium"
"mariage noce de bois","EUR","50","0%","0%","Low","0","0","0","life_events","medium"
"mariage noce de coton","EUR","500","0%","-90%","Medium","38","0","0","life_events","medium"
"mariage noce de quoi","EUR","500","0%","0%","Low","8","9.943E-05","0.000330564","life_events","medium"
"mariage noces d or","EUR","50","0%","0%","Low","4","0","0","gift_anniversary","high"
"meilleur cadeau pour grand parent","EUR","50","?","0%","High","100","0","0","gift_grandparents","high"
"meilleur cadeau pour la fete des mere","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"meilleure cadeau pour maman","EUR","50","0%","0%","High","100","0.002289824","0.009253835","gift_mothers","high"
"mon livre de noel personnalisé","EUR","50","-100%","0%","Unknown","","0","0","gift_personalized","high"
"mon premier noel personnalisé","EUR","50","0%","0%","High","100","0.00435699","0.012491993","gift_personalized","high"
"noce 1 an cadeau","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce 1 an de mariage","EUR","500","0%","0%","Low","6","0.000100408","0.003338566","life_events","medium"
"noce 1 an mariage","EUR","50","0%","0%","Low","4","0","0","life_events","medium"
"noce 15 anniversaire de mariage","EUR","50","0%","?","Low","0","0","0","gift_anniversary","high"
"noce 18 anniversaire de mariage","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"noce 19 anniversaire de mariage","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"noce 20 anniversaire de mariage","EUR","50","0%","0%","Low","18","0","0","gift_anniversary","high"
"noce 25 anniversaire de mariage","EUR","50","0%","0%","Low","14","0","0","gift_anniversary","high"
"noce 25 mariage","EUR","50","?","0%","Low","0","0","0","life_events","medium"
"noce 25e anniversaire mariage","EUR","50","0%","-100%","Unknown","","0","0","gift_anniversary","high"
"noce 29 anniversaire de mariage","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"noce 30 anniversaire de mariage","EUR","5000","0%","0%","Low","6","9.9756E-05","0.002201152","gift_anniversary","high"
"noce 35 anniversaire de mariage","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"noce 4 anniversaire de mariage","EUR","50","?","0%","Low","0","0","0","gift_anniversary","high"
"noce 40 anniversaire de mariage","EUR","5000","0%","0%","Low","7","9.9756E-05","0.001984036","gift_anniversary","high"
"noce 45 anniversaire de mariage","EUR","500","0%","0%","Low","3","9.9756E-05","0.00051508","gift_anniversary","high"
"noce 50 anniversaire de mariage","EUR","50","0%","0%","Low","0","0","0","gift_anniversary","high"
"noce anniversaire","EUR","500","0%","0%","Low","9","9.9756E-05","0.001074822","gift_anniversary","medium"
"noce anniversaire de mariage","EUR","500","0%","0%","Low","13","0.000100734","0.004565955","gift_anniversary","high"
"noce chypre cadeau","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce chypre trouver cadeau","EUR","50","0%","0%","Unknown","","0","0","life_events","medium"
"noce coquelicot cadeau","EUR","50","0%","0%","High","100","0.001358768","0.006519021","life_events","medium"
"noce coton idee cadeau","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"noce cuir cadeau","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce d acajou quoi offrir","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce d anniversaire de mariage","EUR","50","0%","0%","Low","4","0","0","gift_anniversary","high"
"noce d emeraude cadeau","EUR","50","0%","0%","High","98","0.0010269","0.002088682","life_events","medium"
"noce d opale cadeau","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce d or cadeau original","EUR","50","0%","?","High","100","0","0","life_events","medium"
"noce d un an de mariage","EUR","50","0%","0%","Low","5","0","0","life_events","medium"
"noce d émeraude cadeau","EUR","50","0%","0%","High","98","0.0010269","0.002088682","life_events","medium"
"noce d émeraude idée cadeau","EUR","50","?","?","High","100","0","0","life_events","medium"
"noce de 1 an coton","EUR","50","-100%","0%","Unknown","","0","0","life_events","medium"
"noce de 1 an de mariage","EUR","50","0%","0%","Low","10","0","0","life_events","medium"
"noce de beryl cadeau","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de bois idee cadeau","EUR","500","-90%","0%","High","100","0.002031958","0.008574777","life_events","medium"
"noce de bois idée cadeau","EUR","500","-90%","0%","High","100","0.002031958","0.008574777","life_events","medium"
"noce de bois mariage","EUR","500","-90%","0%","Low","31","0.000100408","0.000918994","life_events","medium"
"noce de bronze cadeau","EUR","50","0%","0%","High","92","0","0","life_events","medium"
"noce de bronze quel cadeau","EUR","50","0%","0%","Unknown","","0","0","life_events","medium"
"noce de béryl cadeau","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de chypre cadeau femme","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de chypre quoi offrir","EUR","50","0%","0%","Medium","60","0","0","life_events","medium"
"noce de cire cadeau homme","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de cire idee cadeau","EUR","500","-90%","0%","High","100","0.001862438","0.005287067","life_events","medium"
"noce de cire idée cadeau","EUR","500","-90%","0%","High","100","0.001862438","0.005287067","life_events","medium"
"noce de cire idée cadeau homme","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"noce de cire quel cadeau","EUR","50","-100%","0%","Unknown","","0","0","life_events","medium"
"noce de cire quoi offrir","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de coquelicot cadeau femme","EUR","50","?","?","High","100","0","0","life_events","medium"
"noce de coquelicot cadeau homme","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de coquelicot idée cadeau","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"noce de corail idée cadeau","EUR","50","0%","0%","Unknown","","0","0","life_events","medium"
"noce de coton cadeau 1 an de mariage","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de coton idee","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"noce de coton idee cadeau","EUR","500","0%","0%","High","100","0.001991208","0.005764331","life_events","medium"
"noce de coton mariage","EUR","500","0%","-90%","Medium","38","0","0","life_events","medium"
"noce de coton quel cadeau","EUR","50","-100%","-100%","Unknown","","0","0","life_events","medium"
"noce de coton quoi offrir","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"noce de cretonne idee cadeau","EUR","50","0%","0%","Unknown","","0","0","life_events","medium"
